ID;Notional;Counterparty
7000;7000000;B
7001;7001000;A
7002;7002000;B
7003;7003000;A
7004;7004000;B
7005;7005000;A
7006;7006000;B
7007;7007000;A
7008;7008000;B
7009;7009000;A
7010;7010000;B
7011;7011000;A
7012;7012000;B
7013;7013000;A
7014;7014000;B
7015;7015000;A
7016;7016000;B
7017;7017000;A
7018;7018000;B
7019;7019000;A
7020;7020000;B
7021;7021000;A
7022;7022000;B
7023;7023000;A
7024;7024000;B
7025;7025000;A
7026;7026000;B
7027;7027000;A
7028;7028000;B
7029;7029000;A
7030;7030000;B
7031;7031000;A
7032;7032000;B
7033;7033000;A
7034;7034000;B
7035;7035000;A
7036;7036000;B
7037;7037000;A
7038;7038000;B
7039;7039000;A
7040;7040000;B
7041;7041000;A
7042;7042000;B
7043;7043000;A
7044;7044000;B
7045;7045000;A
7046;7046000;B
7047;7047000;A
7048;7048000;B
7049;7049000;A
7050;7050000;B
7051;7051000;A
7052;7052000;B
7053;7053000;A
7054;7054000;B
7055;7055000;A
7056;7056000;B
7057;7057000;A
7058;7058000;B
7059;7059000;A
7060;7060000;B
7061;7061000;A
7062;7062000;B
7063;7063000;A
7064;7064000;B
7065;7065000;A
7066;7066000;B
7067;7067000;A
7068;7068000;B
7069;7069000;A
7070;7070000;B
7071;7071000;A
7072;7072000;B
7073;7073000;A
7074;7074000;B
7075;7075000;A
7076;7076000;B
7077;7077000;A
7078;7078000;B
7079;7079000;A
7080;7080000;B
7081;7081000;A
7082;7082000;B
7083;7083000;A
7084;7084000;B
7085;7085000;A
7086;7086000;B
7087;7087000;A
7088;7088000;B
7089;7089000;A
7090;7090000;B
7091;7091000;A
7092;7092000;B
7093;7093000;A
7094;7094000;B
7095;7095000;A
7096;7096000;B
7097;7097000;A
7098;7098000;B
7099;7099000;A
7100;7100000;B
7101;7101000;A
7102;7102000;B
7103;7103000;A
7104;7104000;B
7105;7105000;A
7106;7106000;B
7107;7107000;A
7108;7108000;B
7109;7109000;A
7110;7110000;B
7111;7111000;A
7112;7112000;B
7113;7113000;A
7114;7114000;B
7115;7115000;A
7116;7116000;B
7117;7117000;A
7118;7118000;B
7119;7119000;A
7120;7120000;B
7121;7121000;A
7122;7122000;B
7123;7123000;A
7124;7124000;B
7125;7125000;A
7126;7126000;B
7127;7127000;A
7128;7128000;B
7129;7129000;A
7130;7130000;B
7131;7131000;A
7132;7132000;B
7133;7133000;A
7134;7134000;B
7135;7135000;A
7136;7136000;B
7137;7137000;A
7138;7138000;B
7139;7139000;A
7140;7140000;B
7141;7141000;A
7142;7142000;B
7143;7143000;A
7144;7144000;B
7145;7145000;A
7146;7146000;B
7147;7147000;A
7148;7148000;B
7149;7149000;A
7150;7150000;B
7151;7151000;A
7152;7152000;B
7153;7153000;A
7154;7154000;B
7155;7155000;A
7156;7156000;B
7157;7157000;A
7158;7158000;B
7159;7159000;A
7160;7160000;B
7161;7161000;A
7162;7162000;B
7163;7163000;A
7164;7164000;B
7165;7165000;A
7166;7166000;B
7167;7167000;A
7168;7168000;B
7169;7169000;A
7170;7170000;B
7171;7171000;A
7172;7172000;B
7173;7173000;A
7174;7174000;B
7175;7175000;A
7176;7176000;B
7177;7177000;A
7178;7178000;B
7179;7179000;A
7180;7180000;B
7181;7181000;A
7182;7182000;B
7183;7183000;A
7184;7184000;B
7185;7185000;A
7186;7186000;B
7187;7187000;A
7188;7188000;B
7189;7189000;A
7190;7190000;B
7191;7191000;A
7192;7192000;B
7193;7193000;A
7194;7194000;B
7195;7195000;A
7196;7196000;B
7197;7197000;A
7198;7198000;B
7199;7199000;A
7200;7200000;B
7201;7201000;A
7202;7202000;B
7203;7203000;A
7204;7204000;B
7205;7205000;A
7206;7206000;B
7207;7207000;A
7208;7208000;B
7209;7209000;A
7210;7210000;B
7211;7211000;A
7212;7212000;B
7213;7213000;A
7214;7214000;B
7215;7215000;A
7216;7216000;B
7217;7217000;A
7218;7218000;B
7219;7219000;A
7220;7220000;B
7221;7221000;A
7222;7222000;B
7223;7223000;A
7224;7224000;B
7225;7225000;A
7226;7226000;B
7227;7227000;A
7228;7228000;B
7229;7229000;A
7230;7230000;B
7231;7231000;A
7232;7232000;B
7233;7233000;A
7234;7234000;B
7235;7235000;A
7236;7236000;B
7237;7237000;A
7238;7238000;B
7239;7239000;A
7240;7240000;B
7241;7241000;A
7242;7242000;B
7243;7243000;A
7244;7244000;B
7245;7245000;A
7246;7246000;B
7247;7247000;A
7248;7248000;B
7249;7249000;A
7250;7250000;B
7251;7251000;A
7252;7252000;B
7253;7253000;A
7254;7254000;B
7255;7255000;A
7256;7256000;B
7257;7257000;A
7258;7258000;B
7259;7259000;A
7260;7260000;B
7261;7261000;A
7262;7262000;B
7263;7263000;A
7264;7264000;B
7265;7265000;A
7266;7266000;B
7267;7267000;A
7268;7268000;B
7269;7269000;A
7270;7270000;B
7271;7271000;A
7272;7272000;B
7273;7273000;A
7274;7274000;B
7275;7275000;A
7276;7276000;B
7277;7277000;A
7278;7278000;B
7279;7279000;A
7280;7280000;B
7281;7281000;A
7282;7282000;B
7283;7283000;A
7284;7284000;B
7285;7285000;A
7286;7286000;B
7287;7287000;A
7288;7288000;B
7289;7289000;A
7290;7290000;B
7291;7291000;A
7292;7292000;B
7293;7293000;A
7294;7294000;B
7295;7295000;A
7296;7296000;B
7297;7297000;A
7298;7298000;B
7299;7299000;A
7300;7300000;B
7301;7301000;A
7302;7302000;B
7303;7303000;A
7304;7304000;B
7305;7305000;A
7306;7306000;B
7307;7307000;A
7308;7308000;B
7309;7309000;A
7310;7310000;B
7311;7311000;A
7312;7312000;B
7313;7313000;A
7314;7314000;B
7315;7315000;A
7316;7316000;B
7317;7317000;A
7318;7318000;B
7319;7319000;A
7320;7320000;B
7321;7321000;A
7322;7322000;B
7323;7323000;A
7324;7324000;B
7325;7325000;A
7326;7326000;B
7327;7327000;A
7328;7328000;B
7329;7329000;A
7330;7330000;B
7331;7331000;A
7332;7332000;B
7333;7333000;A
7334;7334000;B
7335;7335000;A
7336;7336000;B
7337;7337000;A
7338;7338000;B
7339;7339000;A
7340;7340000;B
7341;7341000;A
7342;7342000;B
7343;7343000;A
7344;7344000;B
7345;7345000;A
7346;7346000;B
7347;7347000;A
7348;7348000;B
7349;7349000;A
7350;7350000;B
7351;7351000;A
7352;7352000;B
7353;7353000;A
7354;7354000;B
7355;7355000;A
7356;7356000;B
7357;7357000;A
7358;7358000;B
7359;7359000;A
7360;7360000;B
7361;7361000;A
7362;7362000;B
7363;7363000;A
7364;7364000;B
7365;7365000;A
7366;7366000;B
7367;7367000;A
7368;7368000;B
7369;7369000;A
7370;7370000;B
7371;7371000;A
7372;7372000;B
7373;7373000;A
7374;7374000;B
7375;7375000;A
7376;7376000;B
7377;7377000;A
7378;7378000;B
7379;7379000;A
7380;7380000;B
7381;7381000;A
7382;7382000;B
7383;7383000;A
7384;7384000;B
7385;7385000;A
7386;7386000;B
7387;7387000;A
7388;7388000;B
7389;7389000;A
7390;7390000;B
7391;7391000;A
7392;7392000;B
7393;7393000;A
7394;7394000;B
7395;7395000;A
7396;7396000;B
7397;7397000;A
7398;7398000;B
7399;7399000;A
7400;7400000;B
7401;7401000;A
7402;7402000;B
7403;7403000;A
7404;7404000;B
7405;7405000;A
7406;7406000;B
7407;7407000;A
7408;7408000;B
7409;7409000;A
7410;7410000;B
7411;7411000;A
7412;7412000;B
7413;7413000;A
7414;7414000;B
7415;7415000;A
7416;7416000;B
7417;7417000;A
7418;7418000;B
7419;7419000;A
7420;7420000;B
7421;7421000;A
7422;7422000;B
7423;7423000;A
7424;7424000;B
7425;7425000;A
7426;7426000;B
7427;7427000;A
7428;7428000;B
7429;7429000;A
7430;7430000;B
7431;7431000;A
7432;7432000;B
7433;7433000;A
7434;7434000;B
7435;7435000;A
7436;7436000;B
7437;7437000;A
7438;7438000;B
7439;7439000;A
7440;7440000;B
7441;7441000;A
7442;7442000;B
7443;7443000;A
7444;7444000;B
7445;7445000;A
7446;7446000;B
7447;7447000;A
7448;7448000;B
7449;7449000;A
7450;7450000;B
7451;7451000;A
7452;7452000;B
7453;7453000;A
7454;7454000;B
7455;7455000;A
7456;7456000;B
7457;7457000;A
7458;7458000;B
7459;7459000;A
7460;7460000;B
7461;7461000;A
7462;7462000;B
7463;7463000;A
7464;7464000;B
7465;7465000;A
7466;7466000;B
7467;7467000;A
7468;7468000;B
7469;7469000;A
7470;7470000;B
7471;7471000;A
7472;7472000;B
7473;7473000;A
7474;7474000;B
7475;7475000;A
7476;7476000;B
7477;7477000;A
7478;7478000;B
7479;7479000;A
7480;7480000;B
7481;7481000;A
7482;7482000;B
7483;7483000;A
7484;7484000;B
7485;7485000;A
7486;7486000;B
7487;7487000;A
7488;7488000;B
7489;7489000;A
7490;7490000;B
7491;7491000;A
7492;7492000;B
7493;7493000;A
7494;7494000;B
7495;7495000;A
7496;7496000;B
7497;7497000;A
7498;7498000;B
7499;7499000;A
7500;7500000;B
7501;7501000;A
7502;7502000;B
7503;7503000;A
7504;7504000;B
7505;7505000;A
7506;7506000;B
7507;7507000;A
7508;7508000;B
7509;7509000;A
7510;7510000;B
7511;7511000;A
7512;7512000;B
7513;7513000;A
7514;7514000;B
7515;7515000;A
7516;7516000;B
7517;7517000;A
7518;7518000;B
7519;7519000;A
7520;7520000;B
7521;7521000;A
7522;7522000;B
7523;7523000;A
7524;7524000;B
7525;7525000;A
7526;7526000;B
7527;7527000;A
7528;7528000;B
7529;7529000;A
7530;7530000;B
7531;7531000;A
7532;7532000;B
7533;7533000;A
7534;7534000;B
7535;7535000;A
7536;7536000;B
7537;7537000;A
7538;7538000;B
7539;7539000;A
7540;7540000;B
7541;7541000;A
7542;7542000;B
7543;7543000;A
7544;7544000;B
7545;7545000;A
7546;7546000;B
7547;7547000;A
7548;7548000;B
7549;7549000;A
7550;7550000;B
7551;7551000;A
7552;7552000;B
7553;7553000;A
7554;7554000;B
7555;7555000;A
7556;7556000;B
7557;7557000;A
7558;7558000;B
7559;7559000;A
7560;7560000;B
7561;7561000;A
7562;7562000;B
7563;7563000;A
7564;7564000;B
7565;7565000;A
7566;7566000;B
7567;7567000;A
7568;7568000;B
7569;7569000;A
7570;7570000;B
7571;7571000;A
7572;7572000;B
7573;7573000;A
7574;7574000;B
7575;7575000;A
7576;7576000;B
7577;7577000;A
7578;7578000;B
7579;7579000;A
7580;7580000;B
7581;7581000;A
7582;7582000;B
7583;7583000;A
7584;7584000;B
7585;7585000;A
7586;7586000;B
7587;7587000;A
7588;7588000;B
7589;7589000;A
7590;7590000;B
7591;7591000;A
7592;7592000;B
7593;7593000;A
7594;7594000;B
7595;7595000;A
7596;7596000;B
7597;7597000;A
7598;7598000;B
7599;7599000;A
7600;7600000;B
7601;7601000;A
7602;7602000;B
7603;7603000;A
7604;7604000;B
7605;7605000;A
7606;7606000;B
7607;7607000;A
7608;7608000;B
7609;7609000;A
7610;7610000;B
7611;7611000;A
7612;7612000;B
7613;7613000;A
7614;7614000;B
7615;7615000;A
7616;7616000;B
7617;7617000;A
7618;7618000;B
7619;7619000;A
7620;7620000;B
7621;7621000;A
7622;7622000;B
7623;7623000;A
7624;7624000;B
7625;7625000;A
7626;7626000;B
7627;7627000;A
7628;7628000;B
7629;7629000;A
7630;7630000;B
7631;7631000;A
7632;7632000;B
7633;7633000;A
7634;7634000;B
7635;7635000;A
7636;7636000;B
7637;7637000;A
7638;7638000;B
7639;7639000;A
7640;7640000;B
7641;7641000;A
7642;7642000;B
7643;7643000;A
7644;7644000;B
7645;7645000;A
7646;7646000;B
7647;7647000;A
7648;7648000;B
7649;7649000;A
7650;7650000;B
7651;7651000;A
7652;7652000;B
7653;7653000;A
7654;7654000;B
7655;7655000;A
7656;7656000;B
7657;7657000;A
7658;7658000;B
7659;7659000;A
7660;7660000;B
7661;7661000;A
7662;7662000;B
7663;7663000;A
7664;7664000;B
7665;7665000;A
7666;7666000;B
7667;7667000;A
7668;7668000;B
7669;7669000;A
7670;7670000;B
7671;7671000;A
7672;7672000;B
7673;7673000;A
7674;7674000;B
7675;7675000;A
7676;7676000;B
7677;7677000;A
7678;7678000;B
7679;7679000;A
7680;7680000;B
7681;7681000;A
7682;7682000;B
7683;7683000;A
7684;7684000;B
7685;7685000;A
7686;7686000;B
7687;7687000;A
7688;7688000;B
7689;7689000;A
7690;7690000;B
7691;7691000;A
7692;7692000;B
7693;7693000;A
7694;7694000;B
7695;7695000;A
7696;7696000;B
7697;7697000;A
7698;7698000;B
7699;7699000;A
7700;7700000;B
7701;7701000;A
7702;7702000;B
7703;7703000;A
7704;7704000;B
7705;7705000;A
7706;7706000;B
7707;7707000;A
7708;7708000;B
7709;7709000;A
7710;7710000;B
7711;7711000;A
7712;7712000;B
7713;7713000;A
7714;7714000;B
7715;7715000;A
7716;7716000;B
7717;7717000;A
7718;7718000;B
7719;7719000;A
7720;7720000;B
7721;7721000;A
7722;7722000;B
7723;7723000;A
7724;7724000;B
7725;7725000;A
7726;7726000;B
7727;7727000;A
7728;7728000;B
7729;7729000;A
7730;7730000;B
7731;7731000;A
7732;7732000;B
7733;7733000;A
7734;7734000;B
7735;7735000;A
7736;7736000;B
7737;7737000;A
7738;7738000;B
7739;7739000;A
7740;7740000;B
7741;7741000;A
7742;7742000;B
7743;7743000;A
7744;7744000;B
7745;7745000;A
7746;7746000;B
7747;7747000;A
7748;7748000;B
7749;7749000;A
7750;7750000;B
7751;7751000;A
7752;7752000;B
7753;7753000;A
7754;7754000;B
7755;7755000;A
7756;7756000;B
7757;7757000;A
7758;7758000;B
7759;7759000;A
7760;7760000;B
7761;7761000;A
7762;7762000;B
7763;7763000;A
7764;7764000;B
7765;7765000;A
7766;7766000;B
7767;7767000;A
7768;7768000;B
7769;7769000;A
7770;7770000;B
7771;7771000;A
7772;7772000;B
7773;7773000;A
7774;7774000;B
7775;7775000;A
7776;7776000;B
7777;7777000;A
7778;7778000;B
7779;7779000;A
7780;7780000;B
7781;7781000;A
7782;7782000;B
7783;7783000;A
7784;7784000;B
7785;7785000;A
7786;7786000;B
7787;7787000;A
7788;7788000;B
7789;7789000;A
7790;7790000;B
7791;7791000;A
7792;7792000;B
7793;7793000;A
7794;7794000;B
7795;7795000;A
7796;7796000;B
7797;7797000;A
7798;7798000;B
7799;7799000;A
7800;7800000;B
7801;7801000;A
7802;7802000;B
7803;7803000;A
7804;7804000;B
7805;7805000;A
7806;7806000;B
7807;7807000;A
7808;7808000;B
7809;7809000;A
7810;7810000;B
7811;7811000;A
7812;7812000;B
7813;7813000;A
7814;7814000;B
7815;7815000;A
7816;7816000;B
7817;7817000;A
7818;7818000;B
7819;7819000;A
7820;7820000;B
7821;7821000;A
7822;7822000;B
7823;7823000;A
7824;7824000;B
7825;7825000;A
7826;7826000;B
7827;7827000;A
7828;7828000;B
7829;7829000;A
7830;7830000;B
7831;7831000;A
7832;7832000;B
7833;7833000;A
7834;7834000;B
7835;7835000;A
7836;7836000;B
7837;7837000;A
7838;7838000;B
7839;7839000;A
7840;7840000;B
7841;7841000;A
7842;7842000;B
7843;7843000;A
7844;7844000;B
7845;7845000;A
7846;7846000;B
7847;7847000;A
7848;7848000;B
7849;7849000;A
7850;7850000;B
7851;7851000;A
7852;7852000;B
7853;7853000;A
7854;7854000;B
7855;7855000;A
7856;7856000;B
7857;7857000;A
7858;7858000;B
7859;7859000;A
7860;7860000;B
7861;7861000;A
7862;7862000;B
7863;7863000;A
7864;7864000;B
7865;7865000;A
7866;7866000;B
7867;7867000;A
7868;7868000;B
7869;7869000;A
7870;7870000;B
7871;7871000;A
7872;7872000;B
7873;7873000;A
7874;7874000;B
7875;7875000;A
7876;7876000;B
7877;7877000;A
7878;7878000;B
7879;7879000;A
7880;7880000;B
7881;7881000;A
7882;7882000;B
7883;7883000;A
7884;7884000;B
7885;7885000;A
7886;7886000;B
7887;7887000;A
7888;7888000;B
7889;7889000;A
7890;7890000;B
7891;7891000;A
7892;7892000;B
7893;7893000;A
7894;7894000;B
7895;7895000;A
7896;7896000;B
7897;7897000;A
7898;7898000;B
7899;7899000;A
7900;7900000;B
7901;7901000;A
7902;7902000;B
7903;7903000;A
7904;7904000;B
7905;7905000;A
7906;7906000;B
7907;7907000;A
7908;7908000;B
7909;7909000;A
7910;7910000;B
7911;7911000;A
7912;7912000;B
7913;7913000;A
7914;7914000;B
7915;7915000;A
7916;7916000;B
7917;7917000;A
7918;7918000;B
7919;7919000;A
7920;7920000;B
7921;7921000;A
7922;7922000;B
7923;7923000;A
7924;7924000;B
7925;7925000;A
7926;7926000;B
7927;7927000;A
7928;7928000;B
7929;7929000;A
7930;7930000;B
7931;7931000;A
7932;7932000;B
7933;7933000;A
7934;7934000;B
7935;7935000;A
7936;7936000;B
7937;7937000;A
7938;7938000;B
7939;7939000;A
7940;7940000;B
7941;7941000;A
7942;7942000;B
7943;7943000;A
7944;7944000;B
7945;7945000;A
7946;7946000;B
7947;7947000;A
7948;7948000;B
7949;7949000;A
7950;7950000;B
7951;7951000;A
7952;7952000;B
7953;7953000;A
7954;7954000;B
7955;7955000;A
7956;7956000;B
7957;7957000;A
7958;7958000;B
7959;7959000;A
7960;7960000;B
7961;7961000;A
7962;7962000;B
7963;7963000;A
7964;7964000;B
7965;7965000;A
7966;7966000;B
7967;7967000;A
7968;7968000;B
7969;7969000;A
7970;7970000;B
7971;7971000;A
7972;7972000;B
7973;7973000;A
7974;7974000;B
7975;7975000;A
7976;7976000;B
7977;7977000;A
7978;7978000;B
7979;7979000;A
7980;7980000;B
7981;7981000;A
7982;7982000;B
7983;7983000;A
7984;7984000;B
7985;7985000;A
7986;7986000;B
7987;7987000;A
7988;7988000;B
7989;7989000;A
7990;7990000;B
7991;7991000;A
7992;7992000;B
7993;7993000;A
7994;7994000;B
7995;7995000;A
7996;7996000;B
7997;7997000;A
7998;7998000;B
7999;7999000;A
8000;8000000;B
8001;8001000;A
8002;8002000;B
8003;8003000;A
8004;8004000;B
8005;8005000;A
8006;8006000;B
8007;8007000;A
8008;8008000;B
8009;8009000;A
8010;8010000;B
8011;8011000;A
8012;8012000;B
8013;8013000;A
8014;8014000;B
8015;8015000;A
8016;8016000;B
8017;8017000;A
8018;8018000;B
8019;8019000;A
8020;8020000;B
8021;8021000;A
8022;8022000;B
8023;8023000;A
8024;8024000;B
8025;8025000;A
8026;8026000;B
8027;8027000;A
8028;8028000;B
8029;8029000;A
8030;8030000;B
8031;8031000;A
8032;8032000;B
8033;8033000;A
8034;8034000;B
8035;8035000;A
8036;8036000;B
8037;8037000;A
8038;8038000;B
8039;8039000;A
8040;8040000;B
8041;8041000;A
8042;8042000;B
8043;8043000;A
8044;8044000;B
8045;8045000;A
8046;8046000;B
8047;8047000;A
8048;8048000;B
8049;8049000;A
8050;8050000;B
8051;8051000;A
8052;8052000;B
8053;8053000;A
8054;8054000;B
8055;8055000;A
8056;8056000;B
8057;8057000;A
8058;8058000;B
8059;8059000;A
8060;8060000;B
8061;8061000;A
8062;8062000;B
8063;8063000;A
8064;8064000;B
8065;8065000;A
8066;8066000;B
8067;8067000;A
8068;8068000;B
8069;8069000;A
8070;8070000;B
8071;8071000;A
8072;8072000;B
8073;8073000;A
8074;8074000;B
8075;8075000;A
8076;8076000;B
8077;8077000;A
8078;8078000;B
8079;8079000;A
8080;8080000;B
8081;8081000;A
8082;8082000;B
8083;8083000;A
8084;8084000;B
8085;8085000;A
8086;8086000;B
8087;8087000;A
8088;8088000;B
8089;8089000;A
8090;8090000;B
8091;8091000;A
8092;8092000;B
8093;8093000;A
8094;8094000;B
8095;8095000;A
8096;8096000;B
8097;8097000;A
8098;8098000;B
8099;8099000;A
8100;8100000;B
8101;8101000;A
8102;8102000;B
8103;8103000;A
8104;8104000;B
8105;8105000;A
8106;8106000;B
8107;8107000;A
8108;8108000;B
8109;8109000;A
8110;8110000;B
8111;8111000;A
8112;8112000;B
8113;8113000;A
8114;8114000;B
8115;8115000;A
8116;8116000;B
8117;8117000;A
8118;8118000;B
8119;8119000;A
8120;8120000;B
8121;8121000;A
8122;8122000;B
8123;8123000;A
8124;8124000;B
8125;8125000;A
8126;8126000;B
8127;8127000;A
8128;8128000;B
8129;8129000;A
8130;8130000;B
8131;8131000;A
8132;8132000;B
8133;8133000;A
8134;8134000;B
8135;8135000;A
8136;8136000;B
8137;8137000;A
8138;8138000;B
8139;8139000;A
8140;8140000;B
8141;8141000;A
8142;8142000;B
8143;8143000;A
8144;8144000;B
8145;8145000;A
8146;8146000;B
8147;8147000;A
8148;8148000;B
8149;8149000;A
8150;8150000;B
8151;8151000;A
8152;8152000;B
8153;8153000;A
8154;8154000;B
8155;8155000;A
8156;8156000;B
8157;8157000;A
8158;8158000;B
8159;8159000;A
8160;8160000;B
8161;8161000;A
8162;8162000;B
8163;8163000;A
8164;8164000;B
8165;8165000;A
8166;8166000;B
8167;8167000;A
8168;8168000;B
8169;8169000;A
8170;8170000;B
8171;8171000;A
8172;8172000;B
8173;8173000;A
8174;8174000;B
8175;8175000;A
8176;8176000;B
8177;8177000;A
8178;8178000;B
8179;8179000;A
8180;8180000;B
8181;8181000;A
8182;8182000;B
8183;8183000;A
8184;8184000;B
8185;8185000;A
8186;8186000;B
8187;8187000;A
8188;8188000;B
8189;8189000;A
8190;8190000;B
8191;8191000;A
8192;8192000;B
8193;8193000;A
8194;8194000;B
8195;8195000;A
8196;8196000;B
8197;8197000;A
8198;8198000;B
8199;8199000;A
8200;8200000;B
8201;8201000;A
8202;8202000;B
8203;8203000;A
8204;8204000;B
8205;8205000;A
8206;8206000;B
8207;8207000;A
8208;8208000;B
8209;8209000;A
8210;8210000;B
8211;8211000;A
8212;8212000;B
8213;8213000;A
8214;8214000;B
8215;8215000;A
8216;8216000;B
8217;8217000;A
8218;8218000;B
8219;8219000;A
8220;8220000;B
8221;8221000;A
8222;8222000;B
8223;8223000;A
8224;8224000;B
8225;8225000;A
8226;8226000;B
8227;8227000;A
8228;8228000;B
8229;8229000;A
8230;8230000;B
8231;8231000;A
8232;8232000;B
8233;8233000;A
8234;8234000;B
8235;8235000;A
8236;8236000;B
8237;8237000;A
8238;8238000;B
8239;8239000;A
8240;8240000;B
8241;8241000;A
8242;8242000;B
8243;8243000;A
8244;8244000;B
8245;8245000;A
8246;8246000;B
8247;8247000;A
8248;8248000;B
8249;8249000;A
8250;8250000;B
8251;8251000;A
8252;8252000;B
8253;8253000;A
8254;8254000;B
8255;8255000;A
8256;8256000;B
8257;8257000;A
8258;8258000;B
8259;8259000;A
8260;8260000;B
8261;8261000;A
8262;8262000;B
8263;8263000;A
8264;8264000;B
8265;8265000;A
8266;8266000;B
8267;8267000;A
8268;8268000;B
8269;8269000;A
8270;8270000;B
8271;8271000;A
8272;8272000;B
8273;8273000;A
8274;8274000;B
8275;8275000;A
8276;8276000;B
8277;8277000;A
8278;8278000;B
8279;8279000;A
8280;8280000;B
8281;8281000;A
8282;8282000;B
8283;8283000;A
8284;8284000;B
8285;8285000;A
8286;8286000;B
8287;8287000;A
8288;8288000;B
8289;8289000;A
8290;8290000;B
8291;8291000;A
8292;8292000;B
8293;8293000;A
8294;8294000;B
8295;8295000;A
8296;8296000;B
8297;8297000;A
8298;8298000;B
8299;8299000;A
8300;8300000;B
8301;8301000;A
8302;8302000;B
8303;8303000;A
8304;8304000;B
8305;8305000;A
8306;8306000;B
8307;8307000;A
8308;8308000;B
8309;8309000;A
8310;8310000;B
8311;8311000;A
8312;8312000;B
8313;8313000;A
8314;8314000;B
8315;8315000;A
8316;8316000;B
8317;8317000;A
8318;8318000;B
8319;8319000;A
8320;8320000;B
8321;8321000;A
8322;8322000;B
8323;8323000;A
8324;8324000;B
8325;8325000;A
8326;8326000;B
8327;8327000;A
8328;8328000;B
8329;8329000;A
8330;8330000;B
8331;8331000;A
8332;8332000;B
8333;8333000;A
8334;8334000;B
8335;8335000;A
8336;8336000;B
8337;8337000;A
8338;8338000;B
8339;8339000;A
8340;8340000;B
8341;8341000;A
8342;8342000;B
8343;8343000;A
8344;8344000;B
8345;8345000;A
8346;8346000;B
8347;8347000;A
8348;8348000;B
8349;8349000;A
8350;8350000;B
8351;8351000;A
8352;8352000;B
8353;8353000;A
8354;8354000;B
8355;8355000;A
8356;8356000;B
8357;8357000;A
8358;8358000;B
8359;8359000;A
8360;8360000;B
8361;8361000;A
8362;8362000;B
8363;8363000;A
8364;8364000;B
8365;8365000;A
8366;8366000;B
8367;8367000;A
8368;8368000;B
8369;8369000;A
8370;8370000;B
8371;8371000;A
8372;8372000;B
8373;8373000;A
8374;8374000;B
8375;8375000;A
8376;8376000;B
8377;8377000;A
8378;8378000;B
8379;8379000;A
8380;8380000;B
8381;8381000;A
8382;8382000;B
8383;8383000;A
8384;8384000;B
8385;8385000;A
8386;8386000;B
8387;8387000;A
8388;8388000;B
8389;8389000;A
8390;8390000;B
8391;8391000;A
8392;8392000;B
8393;8393000;A
8394;8394000;B
8395;8395000;A
8396;8396000;B
8397;8397000;A
8398;8398000;B
8399;8399000;A
8400;8400000;B
8401;8401000;A
8402;8402000;B
8403;8403000;A
8404;8404000;B
8405;8405000;A
8406;8406000;B
8407;8407000;A
8408;8408000;B
8409;8409000;A
8410;8410000;B
8411;8411000;A
8412;8412000;B
8413;8413000;A
8414;8414000;B
8415;8415000;A
8416;8416000;B
8417;8417000;A
8418;8418000;B
8419;8419000;A
8420;8420000;B
8421;8421000;A
8422;8422000;B
8423;8423000;A
8424;8424000;B
8425;8425000;A
8426;8426000;B
8427;8427000;A
8428;8428000;B
8429;8429000;A
8430;8430000;B
8431;8431000;A
8432;8432000;B
8433;8433000;A
8434;8434000;B
8435;8435000;A
8436;8436000;B
8437;8437000;A
8438;8438000;B
8439;8439000;A
8440;8440000;B
8441;8441000;A
8442;8442000;B
8443;8443000;A
8444;8444000;B
8445;8445000;A
8446;8446000;B
8447;8447000;A
8448;8448000;B
8449;8449000;A
8450;8450000;B
8451;8451000;A
8452;8452000;B
8453;8453000;A
8454;8454000;B
8455;8455000;A
8456;8456000;B
8457;8457000;A
8458;8458000;B
8459;8459000;A
8460;8460000;B
8461;8461000;A
8462;8462000;B
8463;8463000;A
8464;8464000;B
8465;8465000;A
8466;8466000;B
8467;8467000;A
8468;8468000;B
8469;8469000;A
8470;8470000;B
8471;8471000;A
8472;8472000;B
8473;8473000;A
8474;8474000;B
8475;8475000;A
8476;8476000;B
8477;8477000;A
8478;8478000;B
8479;8479000;A
8480;8480000;B
8481;8481000;A
8482;8482000;B
8483;8483000;A
8484;8484000;B
8485;8485000;A
8486;8486000;B
8487;8487000;A
8488;8488000;B
8489;8489000;A
8490;8490000;B
8491;8491000;A
8492;8492000;B
8493;8493000;A
8494;8494000;B
8495;8495000;A
8496;8496000;B
8497;8497000;A
8498;8498000;B
8499;8499000;A
8500;8500000;B
8501;8501000;A
8502;8502000;B
8503;8503000;A
8504;8504000;B
8505;8505000;A
8506;8506000;B
8507;8507000;A
8508;8508000;B
8509;8509000;A
8510;8510000;B
8511;8511000;A
8512;8512000;B
8513;8513000;A
8514;8514000;B
8515;8515000;A
8516;8516000;B
8517;8517000;A
8518;8518000;B
8519;8519000;A
8520;8520000;B
8521;8521000;A
8522;8522000;B
8523;8523000;A
8524;8524000;B
8525;8525000;A
8526;8526000;B
8527;8527000;A
8528;8528000;B
8529;8529000;A
8530;8530000;B
8531;8531000;A
8532;8532000;B
8533;8533000;A
8534;8534000;B
8535;8535000;A
8536;8536000;B
8537;8537000;A
8538;8538000;B
8539;8539000;A
8540;8540000;B
8541;8541000;A
8542;8542000;B
8543;8543000;A
8544;8544000;B
8545;8545000;A
8546;8546000;B
8547;8547000;A
8548;8548000;B
8549;8549000;A
8550;8550000;B
8551;8551000;A
8552;8552000;B
8553;8553000;A
